Subclones	SNPs
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	312
B3/H24Rx_1	293
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	285
B3/H24Rx_1	268
B3/H24Rx_1	275
B3/H24Rx_1	280
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	277
B3/H24Rx_1	277
B3/H24Rx_1	274
B3/H24Rx_1	283
B3/H24Rx_1	278
B3/H24Rx_1	291
B3/H24Rx_1	280
B3/H24Rx_1	279
B3/H24Rx_1	280
B3/H24Rx_1	284
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	282
B3/H24Rx_1	283
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	285
B3/H24Rx_1	278
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	280
B3/H24Rx_1	276
B3/H24Rx_1	286
B3/H24Rx_1	287
B3/H24Rx_1	275
B3/H24Rx_1	291
B3/H24Rx_1	285
B3/H24Rx_1	285
B3/H24Rx_1	287
B3/H24Rx_1	275
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	286
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	289
B3/H24Rx_1	292
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	284
B3/H24Rx_1	285
B3/H24Rx_1	287
B3/H24Rx_1	289
B3/H24Rx_1	307
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	273
B3/H24Rx_1	280
B3/H24Rx_1	285
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	279
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	296
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	285
B3/H24Rx_1	289
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	285
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	296
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	291
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	312
B3/H24Rx_1	293
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	273
B3/H24Rx_1	280
B3/H24Rx_1	285
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	279
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	296
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	285
B3/H24Rx_1	289
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	285
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	296
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	291
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	312
B3/H24Rx_1	293
B3/H24Rx_1	293
B3/H24Rx_1	293
B3/H24Rx_1	295
B3/H24Rx_1	278
B3/H24Rx_1	285
B3/H24Rx_1	290
B3/H24Rx_1	297
B3/H24Rx_1	297
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	284
B3/H24Rx_1	293
B3/H24Rx_1	288
B3/H24Rx_1	301
B3/H24Rx_1	290
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	297
B3/H24Rx_1	292
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	295
B3/H24Rx_1	288
B3/H24Rx_1	298
B3/H24Rx_1	297
B3/H24Rx_1	290
B3/H24Rx_1	286
B3/H24Rx_1	296
B3/H24Rx_1	297
B3/H24Rx_1	285
B3/H24Rx_1	301
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	297
B3/H24Rx_1	285
B3/H24Rx_1	300
B3/H24Rx_1	300
B3/H24Rx_1	296
B3/H24Rx_1	293
B3/H24Rx_1	293
B3/H24Rx_1	298
B3/H24Rx_1	297
B3/H24Rx_1	299
B3/H24Rx_1	302
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	294
B3/H24Rx_1	295
B3/H24Rx_1	297
B3/H24Rx_1	299
B3/H24Rx_1	317
B3/H24Rx_1	298
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	286
B3/H24Rx_1	269
B3/H24Rx_1	276
B3/H24Rx_1	281
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	278
B3/H24Rx_1	278
B3/H24Rx_1	275
B3/H24Rx_1	284
B3/H24Rx_1	279
B3/H24Rx_1	292
B3/H24Rx_1	281
B3/H24Rx_1	280
B3/H24Rx_1	281
B3/H24Rx_1	285
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	284
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	286
B3/H24Rx_1	279
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	281
B3/H24Rx_1	277
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	276
B3/H24Rx_1	292
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	288
B3/H24Rx_1	276
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	287
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	293
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	285
B3/H24Rx_1	286
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	308
B3/H24Rx_1	289
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	286
B3/H24Rx_1	269
B3/H24Rx_1	276
B3/H24Rx_1	281
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	278
B3/H24Rx_1	278
B3/H24Rx_1	275
B3/H24Rx_1	284
B3/H24Rx_1	279
B3/H24Rx_1	292
B3/H24Rx_1	281
B3/H24Rx_1	280
B3/H24Rx_1	281
B3/H24Rx_1	285
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	284
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	286
B3/H24Rx_1	279
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	281
B3/H24Rx_1	277
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	276
B3/H24Rx_1	292
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	288
B3/H24Rx_1	276
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	287
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	293
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	285
B3/H24Rx_1	286
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	308
B3/H24Rx_1	289
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	293
B3/H24Rx_1	276
B3/H24Rx_1	283
B3/H24Rx_1	288
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	285
B3/H24Rx_1	285
B3/H24Rx_1	282
B3/H24Rx_1	291
B3/H24Rx_1	286
B3/H24Rx_1	299
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	292
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	290
B3/H24Rx_1	291
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	293
B3/H24Rx_1	286
B3/H24Rx_1	296
B3/H24Rx_1	295
B3/H24Rx_1	288
B3/H24Rx_1	284
B3/H24Rx_1	294
B3/H24Rx_1	295
B3/H24Rx_1	283
B3/H24Rx_1	299
B3/H24Rx_1	293
B3/H24Rx_1	293
B3/H24Rx_1	295
B3/H24Rx_1	283
B3/H24Rx_1	298
B3/H24Rx_1	298
B3/H24Rx_1	294
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	296
B3/H24Rx_1	295
B3/H24Rx_1	297
B3/H24Rx_1	300
B3/H24Rx_1	294
B3/H24Rx_1	294
B3/H24Rx_1	292
B3/H24Rx_1	293
B3/H24Rx_1	295
B3/H24Rx_1	297
B3/H24Rx_1	315
B3/H24Rx_1	296
B3/H24Rx_1	279
B3/H24Rx_1	279
B3/H24Rx_1	281
B3/H24Rx_1	264
B3/H24Rx_1	271
B3/H24Rx_1	276
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	273
B3/H24Rx_1	273
B3/H24Rx_1	270
B3/H24Rx_1	279
B3/H24Rx_1	274
B3/H24Rx_1	287
B3/H24Rx_1	276
B3/H24Rx_1	275
B3/H24Rx_1	276
B3/H24Rx_1	280
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	278
B3/H24Rx_1	279
B3/H24Rx_1	278
B3/H24Rx_1	278
B3/H24Rx_1	281
B3/H24Rx_1	274
B3/H24Rx_1	284
B3/H24Rx_1	283
B3/H24Rx_1	276
B3/H24Rx_1	272
B3/H24Rx_1	282
B3/H24Rx_1	283
B3/H24Rx_1	271
B3/H24Rx_1	287
B3/H24Rx_1	281
B3/H24Rx_1	281
B3/H24Rx_1	283
B3/H24Rx_1	271
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	282
B3/H24Rx_1	279
B3/H24Rx_1	279
B3/H24Rx_1	284
B3/H24Rx_1	283
B3/H24Rx_1	285
B3/H24Rx_1	288
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	280
B3/H24Rx_1	281
B3/H24Rx_1	283
B3/H24Rx_1	285
B3/H24Rx_1	303
B3/H24Rx_1	284
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	273
B3/H24Rx_1	280
B3/H24Rx_1	285
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	279
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	296
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	285
B3/H24Rx_1	289
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	285
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	296
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	291
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	312
B3/H24Rx_1	293
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	288
B3/H24Rx_1	271
B3/H24Rx_1	278
B3/H24Rx_1	283
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	280
B3/H24Rx_1	280
B3/H24Rx_1	277
B3/H24Rx_1	286
B3/H24Rx_1	281
B3/H24Rx_1	294
B3/H24Rx_1	283
B3/H24Rx_1	282
B3/H24Rx_1	283
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	285
B3/H24Rx_1	286
B3/H24Rx_1	285
B3/H24Rx_1	285
B3/H24Rx_1	288
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	279
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	278
B3/H24Rx_1	294
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	278
B3/H24Rx_1	293
B3/H24Rx_1	293
B3/H24Rx_1	289
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	291
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	295
B3/H24Rx_1	289
B3/H24Rx_1	289
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	310
B3/H24Rx_1	291
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	288
B3/H24Rx_1	271
B3/H24Rx_1	278
B3/H24Rx_1	283
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	280
B3/H24Rx_1	280
B3/H24Rx_1	277
B3/H24Rx_1	286
B3/H24Rx_1	281
B3/H24Rx_1	294
B3/H24Rx_1	283
B3/H24Rx_1	282
B3/H24Rx_1	283
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	285
B3/H24Rx_1	286
B3/H24Rx_1	285
B3/H24Rx_1	285
B3/H24Rx_1	288
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	279
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	278
B3/H24Rx_1	294
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	278
B3/H24Rx_1	293
B3/H24Rx_1	293
B3/H24Rx_1	289
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	291
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	295
B3/H24Rx_1	289
B3/H24Rx_1	289
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	310
B3/H24Rx_1	291
B3/H24Rx_1	277
B3/H24Rx_1	277
B3/H24Rx_1	279
B3/H24Rx_1	262
B3/H24Rx_1	269
B3/H24Rx_1	274
B3/H24Rx_1	281
B3/H24Rx_1	281
B3/H24Rx_1	271
B3/H24Rx_1	271
B3/H24Rx_1	268
B3/H24Rx_1	277
B3/H24Rx_1	272
B3/H24Rx_1	285
B3/H24Rx_1	274
B3/H24Rx_1	273
B3/H24Rx_1	274
B3/H24Rx_1	278
B3/H24Rx_1	281
B3/H24Rx_1	281
B3/H24Rx_1	276
B3/H24Rx_1	277
B3/H24Rx_1	276
B3/H24Rx_1	276
B3/H24Rx_1	279
B3/H24Rx_1	272
B3/H24Rx_1	282
B3/H24Rx_1	281
B3/H24Rx_1	274
B3/H24Rx_1	270
B3/H24Rx_1	280
B3/H24Rx_1	281
B3/H24Rx_1	269
B3/H24Rx_1	285
B3/H24Rx_1	279
B3/H24Rx_1	279
B3/H24Rx_1	281
B3/H24Rx_1	269
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	280
B3/H24Rx_1	277
B3/H24Rx_1	277
B3/H24Rx_1	282
B3/H24Rx_1	281
B3/H24Rx_1	283
B3/H24Rx_1	286
B3/H24Rx_1	280
B3/H24Rx_1	280
B3/H24Rx_1	278
B3/H24Rx_1	279
B3/H24Rx_1	281
B3/H24Rx_1	283
B3/H24Rx_1	301
B3/H24Rx_1	282
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	277
B3/H24Rx_1	284
B3/H24Rx_1	289
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	283
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	300
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	289
B3/H24Rx_1	293
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	294
B3/H24Rx_1	287
B3/H24Rx_1	297
B3/H24Rx_1	296
B3/H24Rx_1	289
B3/H24Rx_1	285
B3/H24Rx_1	295
B3/H24Rx_1	296
B3/H24Rx_1	284
B3/H24Rx_1	300
B3/H24Rx_1	294
B3/H24Rx_1	294
B3/H24Rx_1	296
B3/H24Rx_1	284
B3/H24Rx_1	299
B3/H24Rx_1	299
B3/H24Rx_1	295
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	297
B3/H24Rx_1	296
B3/H24Rx_1	298
B3/H24Rx_1	301
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	293
B3/H24Rx_1	294
B3/H24Rx_1	296
B3/H24Rx_1	298
B3/H24Rx_1	316
B3/H24Rx_1	297
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	273
B3/H24Rx_1	280
B3/H24Rx_1	285
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	279
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	296
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	285
B3/H24Rx_1	289
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	285
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	296
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	291
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	312
B3/H24Rx_1	293
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	289
B3/H24Rx_1	272
B3/H24Rx_1	279
B3/H24Rx_1	284
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	281
B3/H24Rx_1	281
B3/H24Rx_1	278
B3/H24Rx_1	287
B3/H24Rx_1	282
B3/H24Rx_1	295
B3/H24Rx_1	284
B3/H24Rx_1	283
B3/H24Rx_1	284
B3/H24Rx_1	288
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	286
B3/H24Rx_1	287
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	289
B3/H24Rx_1	282
B3/H24Rx_1	292
B3/H24Rx_1	291
B3/H24Rx_1	284
B3/H24Rx_1	280
B3/H24Rx_1	290
B3/H24Rx_1	291
B3/H24Rx_1	279
B3/H24Rx_1	295
B3/H24Rx_1	289
B3/H24Rx_1	289
B3/H24Rx_1	291
B3/H24Rx_1	279
B3/H24Rx_1	294
B3/H24Rx_1	294
B3/H24Rx_1	290
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	292
B3/H24Rx_1	291
B3/H24Rx_1	293
B3/H24Rx_1	296
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	288
B3/H24Rx_1	289
B3/H24Rx_1	291
B3/H24Rx_1	293
B3/H24Rx_1	311
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	277
B3/H24Rx_1	284
B3/H24Rx_1	289
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	283
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	300
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	289
B3/H24Rx_1	293
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	294
B3/H24Rx_1	287
B3/H24Rx_1	297
B3/H24Rx_1	296
B3/H24Rx_1	289
B3/H24Rx_1	285
B3/H24Rx_1	295
B3/H24Rx_1	296
B3/H24Rx_1	284
B3/H24Rx_1	300
B3/H24Rx_1	294
B3/H24Rx_1	294
B3/H24Rx_1	296
B3/H24Rx_1	284
B3/H24Rx_1	299
B3/H24Rx_1	299
B3/H24Rx_1	295
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	297
B3/H24Rx_1	296
B3/H24Rx_1	298
B3/H24Rx_1	301
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	293
B3/H24Rx_1	294
B3/H24Rx_1	296
B3/H24Rx_1	298
B3/H24Rx_1	316
B3/H24Rx_1	297
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	277
B3/H24Rx_1	284
B3/H24Rx_1	289
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	286
B3/H24Rx_1	286
B3/H24Rx_1	283
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	300
B3/H24Rx_1	289
B3/H24Rx_1	288
B3/H24Rx_1	289
B3/H24Rx_1	293
B3/H24Rx_1	296
B3/H24Rx_1	296
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	294
B3/H24Rx_1	287
B3/H24Rx_1	297
B3/H24Rx_1	296
B3/H24Rx_1	289
B3/H24Rx_1	285
B3/H24Rx_1	295
B3/H24Rx_1	296
B3/H24Rx_1	284
B3/H24Rx_1	300
B3/H24Rx_1	294
B3/H24Rx_1	294
B3/H24Rx_1	296
B3/H24Rx_1	284
B3/H24Rx_1	299
B3/H24Rx_1	299
B3/H24Rx_1	295
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	297
B3/H24Rx_1	296
B3/H24Rx_1	298
B3/H24Rx_1	301
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	293
B3/H24Rx_1	294
B3/H24Rx_1	296
B3/H24Rx_1	298
B3/H24Rx_1	316
B3/H24Rx_1	297
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	290
B3/H24Rx_1	273
B3/H24Rx_1	280
B3/H24Rx_1	285
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	279
B3/H24Rx_1	288
B3/H24Rx_1	283
B3/H24Rx_1	296
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	285
B3/H24Rx_1	289
B3/H24Rx_1	292
B3/H24Rx_1	292
B3/H24Rx_1	287
B3/H24Rx_1	288
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	290
B3/H24Rx_1	283
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	285
B3/H24Rx_1	281
B3/H24Rx_1	291
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	296
B3/H24Rx_1	290
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	280
B3/H24Rx_1	295
B3/H24Rx_1	295
B3/H24Rx_1	291
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	293
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	297
B3/H24Rx_1	291
B3/H24Rx_1	291
B3/H24Rx_1	289
B3/H24Rx_1	290
B3/H24Rx_1	292
B3/H24Rx_1	294
B3/H24Rx_1	312
B3/H24Rx_1	293
B3/H24Rx_1	280
B3/H24Rx_1	280
B3/H24Rx_1	282
B3/H24Rx_1	265
B3/H24Rx_1	272
B3/H24Rx_1	277
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	274
B3/H24Rx_1	274
B3/H24Rx_1	271
B3/H24Rx_1	280
B3/H24Rx_1	275
B3/H24Rx_1	288
B3/H24Rx_1	277
B3/H24Rx_1	276
B3/H24Rx_1	277
B3/H24Rx_1	281
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	279
B3/H24Rx_1	280
B3/H24Rx_1	279
B3/H24Rx_1	279
B3/H24Rx_1	282
B3/H24Rx_1	275
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	277
B3/H24Rx_1	273
B3/H24Rx_1	283
B3/H24Rx_1	284
B3/H24Rx_1	272
B3/H24Rx_1	288
B3/H24Rx_1	282
B3/H24Rx_1	282
B3/H24Rx_1	284
B3/H24Rx_1	272
B3/H24Rx_1	287
B3/H24Rx_1	287
B3/H24Rx_1	283
B3/H24Rx_1	280
B3/H24Rx_1	280
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	286
B3/H24Rx_1	289
B3/H24Rx_1	283
B3/H24Rx_1	283
B3/H24Rx_1	281
B3/H24Rx_1	282
B3/H24Rx_1	284
B3/H24Rx_1	286
B3/H24Rx_1	304
B3/H24Rx_1	285
B3/H24Rx_1	284
B3/H24Rx_1	284
B3/H24Rx_1	286
B3/H24Rx_1	269
B3/H24Rx_1	276
B3/H24Rx_1	281
B3/H24Rx_1	288
B3/H24Rx_1	288
B3/H24Rx_1	278
B3/H24Rx_1	278
B3/H24Rx_1	275
B3/H24Rx_1	284
B3/H24Rx_1	279
B3/H24Rx_1	292
B3/H24Rx_1	281
B3/H24Rx_1	280
B3/H24Rx_1	281
B3/H24Rx_1	285
B3/H24Rx_1	288
B3/H24Rx_1	288
